todaymin,todaymax,todaynow,52min,52max,52now,price_change,Open,Prev. Close,Volume,Total traded value,Upper Circuit,Lower Circuit,Market Cap,ROE,P/E Ratio(TTM),EPS(TTM),P/B Ratio,Dividend Yield,Industry P/E,Book Value,Debt to Equity,Face Value,Parent Organisation,Founded,Managing Director,Symbol,name
850.5,870.95,864.5,457.58,902.95,864.5,+14.05 (1.65%) 1D,854.60,850.45,"2,76,526",23.91 Cr,"1,020.50",680.40,"₹11,796Cr",37.56%,26.86,31.66,10.85,1.97%,29.02,84.03,0.18,1,Sonata Software Limited,1994,Mr. P. Srikar Reddy,SONATSOFTW,Sonata Software Ltd.
754.8,783.85,780,402.3,815.55,780,+15.10 (1.97%) 1D,760.00,764.90,"1,29,496",10.10 Cr,917.85,611.95,"₹11,897Cr",-0.35%,111.79,6.84,25.81,NA,44.01,33.04,2.10,2,Westlife Foodworld,1982,NA,WESTLIFE,Westlife Development Ltd.
193.85,196.5,195,142.05,222.7,195,+1.25 (0.65%) 1D,195.00,193.75,"2,98,585",5.82 Cr,232.50,155.00,"₹7,115Cr",16.02%,29.67,6.53,4.59,1.29%,NA,42.18,0.03,1,Jyothy Labs Limited,1992,Ms. Moothedath Jyothy,JYOTHYLAB,Jyothy Labs Ltd.
1275.4,1427.8,1402,881.29,1649.8,1402,+130.70 (10.28%) 1D,"1,280.00","1,271.30","23,91,185",335 Cr,"1,525.55","1,017.05","₹5,294Cr",5.64%,39.09,32.52,2.25,0.79%,27.63,532.00,0.29,10,BEML Limited,1964,Shri. Amit Banerjee,BEML,BEML Ltd.
514.6,521,516,433.2,670,516,+2.40 (0.47%) 1D,518.00,513.60,"1,77,861",9.18 Cr,616.30,410.90,"₹9,117Cr",18.30%,8.52,60.25,1.71,1.85%,16.83,323.45,0.40,1,EID-Parry (India) Limited,1975,Mr. S. Suresh,EIDPARRY,E.I.D. - Parry (India) Ltd.
1086.45,1102,1099.9,820.7,1359,1099.9,+5.35 (0.49%) 1D,"1,097.70","1,094.55","1,756",0.19 Cr,"1,313.45",875.65,"₹1,305Cr",11.69%,47.78,22.91,4.86,NA,24.69,235.85,0.54,10,Manorama Industries,2005,Mrs. Vinita Saraf,MANORAMA,Manorama Industries Ltd.
493.9,504.3,498.95,417.85,586,498.95,+2.40 (0.48%) 1D,495.00,496.55,"38,217",1.91 Cr,595.85,397.25,"₹3,651Cr",5.25%,24.68,20.12,1.72,0.40%,27.63,292.84,0.56,1,ISGEC Heavy Engineering Limited,1933,Mr. Aditya Puri,ISGEC,ISGEC Heavy Engineering Ltd.
1254.05,1270,1263,667,1474,1263,+5.45 (0.43%) 1D,"1,263.50","1,257.55","3,727",0.47 Cr,"1,509.05","1,006.05","₹1,777Cr",5.93%,2.81,20.16,5.39,0.80%,25.53,656.99,0.03,10,TTK Healthcare Limited,1958,NA,TTKHLTCARE,TTK Healthcare Ltd.
109.5,111.9,110.95,82.7,133,110.95,+1.25 (1.14%) 1D,110.00,109.70,"3,11,85,210",346 Cr,120.65,98.75,"₹1,34,070Cr",8.05%,15.28,7.18,1.30,3.28%,12.27,84.34,0.82,1,Tata Steel Limited,1907,Mr. Thachat Narendran,TATASTEEL,Tata Steel Ltd.
216.5,219.85,218.95,170.15,419.6,218.95,+1.30 (0.60%) 1D,218.65,217.65,"65,706",1.44 Cr,261.15,174.15,"₹1,752Cr",34.34%,17.90,12.16,2.85,0.28%,25.53,81.00,0.06,2,Supriya Lifescience,2008,Mr. Satish Wagh,SUPRIYA,Supriya Lifescience Ltd.
613.1,629.05,626.05,505.65,765,626.05,+11.55 (1.88%) 1D,614.50,614.50,"1,89,094",11.84 Cr,737.40,491.60,"₹8,706Cr",12.43%,51.64,11.90,15.53,0.83%,20.90,47.16,0.44,2,VIP Industries Limited,1968,Mr. Anindya Dutta,VIPIND,VIP Industries Ltd.
47.4,48.25,47.95,39.7,73.5,47.95,+0.10 (0.21%) 1D,47.95,47.85,"30,33,786",14.55 Cr,57.40,38.30,"₹8,318Cr",53.16%,65.83,0.73,35.27,NA,44.01,1.72,0.12,1,Easy Trip Planners,2008,NA,EASEMYTRIP,Easy Trip Planners Ltd.
325.6,334.9,329.75,209.15,338,329.75,+4.35 (1.34%) 1D,325.70,325.40,"35,26,317",116 Cr,390.45,260.35,"₹24,989Cr",8.81%,36.81,8.16,3.64,0.12%,20.68,89.35,1.63,2,Magma Fincorp Limited,1978,Mr. Abhay Bhutada,POONAWALLA,Poonawalla Fincorp Ltd.
2656.55,2694.25,2669,1825.05,2791,2669,+14.95 (0.56%) 1D,"2,679.70","2,654.05","16,01,734",428 Cr,"2,919.45","2,388.65","₹2,35,623Cr",30.73%,72.52,36.60,19.88,0.28%,20.90,133.49,0.79,1,Titan Company Limited,1984,Mr. Coimbatore Venkataraman,TITAN,Titan Company Ltd.
3165,3225.15,3215,2445.7,3620,3215,+52.00 (1.64%) 1D,"3,185.35","3,163.00","6,636",2.13 Cr,"3,795.60","2,530.40","₹7,908Cr",12.73%,71.86,44.02,15.46,0.32%,25.53,217.47,0.01,2,Astrazeneca Pharma India Limited,1979,Mr. Sanjeev Panchal,ASTRAZEN,Astrazeneca Pharma India Ltd.
298.1,307.45,299.3,212,445.95,299.3,+1.55 (0.52%) 1D,298.10,297.75,"1,78,039",5.33 Cr,357.30,238.20,"₹3,671Cr",16.04%,58.29,5.11,3.44,0.34%,25.53,87.56,0.72,2,Hikal Limited,1988,Mr. Sameer Hiremath,HIKAL,Hikal Ltd.
473.15,479.95,474.9,419.85,792,474.9,+0.15 (0.03%) 1D,477.05,474.75,"7,550",0.36 Cr,569.70,379.80,"₹1,405Cr",12.71%,12.28,38.65,1.62,0.63%,16.83,320.42,0.29,10,Insecticides (India) Limited,1996,Mr. Rajesh Aggarwal,INSECTICID,Insecticides (India) Ltd.
224,227,224.3,152.4,239.9,224.3,+0.50 (0.22%) 1D,224.75,223.80,"28,584",0.64 Cr,268.55,179.05,"₹1,690Cr",6.75%,27.89,8.02,2.23,0.89%,NA,100.23,0.54,2,Huhtamaki India Limited,1950,Mr. Dhananjay Salunkhe,HUHTAMAKI,Huhtamaki India Ltd.
2601.5,2685,2663.95,1281.26,2932,2663.95,+62.60 (2.41%) 1D,"2,601.50","2,601.35","24,970",6.65 Cr,"3,121.60","2,081.10","₹8,212Cr",21.97%,56.73,45.85,14.88,0.65%,27.63,176.35,0.01,10,Ingersoll-Rand (India) Limited,1921,Mr. Amar Kaul,INGERRAND,Ingersoll-Rand (India) Ltd.
33,34.65,34.65,10.92,37.595,34.65,+1.65 (5.00%) 1D,33.50,33.00,"13,60,970",4.72 Cr,34.65,31.35,₹685Cr,NA,NA,NA,NA,NA,38.35,NA,NA,1,Apollo Micro Systems Limited,NA,NA,APOLLO,Apollo Micro Systems Ltd.
431.25,439.9,438.55,380.7,608.75,438.55,+8.30 (1.93%) 1D,435.00,430.25,"10,14,136",44.47 Cr,473.25,387.25,"₹61,895Cr",9.36%,76.15,5.65,6.13,0.13%,13.66,70.14,0.12,10,ICICI Prudential Life Insurance Company Limited,2000,Mr. Anup Bagchi,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.
352.25,356.05,353.75,307,520.95,353.75,+2.05 (0.58%) 1D,352.25,351.70,"47,425",1.68 Cr,386.85,316.55,"₹10,129Cr",25.31%,17.02,20.66,4.02,3.09%,21.41,87.40,0.02,5,Aditya Birla Sun Life Amc,1994,Mr. Athmanathan Balasubramanian,ABSLAMC,Aditya Birla Sun Life AMC Ltd.
2912.1,2977.05,2960,2650,3754.85,2960,+35.85 (1.23%) 1D,"2,942.15","2,924.15","19,198",5.68 Cr,"3,508.95","2,339.35","₹5,959Cr",18.50%,36.22,80.72,6.21,0.24%,20.90,502.08,0.09,10,Garware Technical Fibres Limited,1976,Mr. Vayu Garware,GARFIBRES,Garware Technical Fibres Ltd.
1282.45,1323.35,1315.75,909,1574,1315.75,+8.50 (0.65%) 1D,"1,308.00","1,307.25","69,872",9.19 Cr,"1,568.70","1,045.80","₹8,307Cr",6.25%,63.11,20.71,8.25,NA,44.01,168.77,0.82,10,Sapphire Foods India Ltd,2009,NA,SAPPHIRE,Sapphire Foods India Ltd.
1408.45,1451.85,1447,986,1624,1447,+10.15 (0.71%) 1D,"1,432.55","1,436.85","56,803",8.22 Cr,"1,724.20","1,149.50","₹25,665Cr",4.08%,21.65,66.36,3.90,0.17%,NA,429.95,0.56,2,The Phoenix Mills,1905,Mr. Shishir Shrivastava,PHOENIXLTD,The Phoenix Mills Ltd.
170.5,172.5,171.35,152.75,232.95,171.35,+0.45 (0.26%) 1D,170.90,170.90,"59,786",1.02 Cr,205.05,136.75,"₹3,873Cr",16.49%,24.51,6.97,2.47,5.27%,31.51,62.66,0.15,10,Heidelberg Cement India Limited,1958,Mr. Joydeep Mukherjee,HEIDELBERG,Heidelberg Cement India Ltd.
2535.05,2574,2548.1,1457.6,3046.2,2548.1,+2.15 (0.08%) 1D,"2,548.80","2,545.95","1,49,144",38.00 Cr,"3,055.10","2,036.80","₹49,177Cr",28.58%,60.04,42.52,15.99,0.14%,34.74,178.51,0.26,1,Tube Investments of India Limited,2008,Mr. Mukesh Ahuja,TIINDIA,Tube Investments Of India Ltd.
464.85,484.55,477.3,282.9,538,477.3,+12.45 (2.68%) 1D,464.85,464.85,"6,00,306",28.65 Cr,557.80,371.90,"₹17,684Cr",19.41%,11.84,39.26,1.97,1.05%,NA,236.37,4.45,2,IIFL Finance Limited,1995,Mr. Nirmal Jain,IIFL,IIFL Finance Ltd.
558.3,593.1,589.5,501.15,612.3,589.5,+29.95 (5.35%) 1D,559.85,559.55,"5,52,572",32.57 Cr,671.45,447.65,"₹2,486Cr",26.80%,12.44,44.98,3.69,5.90%,27.63,NA,NA,10,Uniparts India,1994,Mr. Gurdeep Soni,UNIPARTS,Uniparts India Ltd.
2756,2855,2833.2,1958.05,3969.85,2833.2,+53.05 (1.91%) 1D,"2,798.50","2,780.15","83,054",23.53 Cr,"3,336.15","2,224.15","₹43,455Cr",22.15%,48.82,56.95,10.14,0.86%,27.63,274.20,0.01,2,Schaeffler India Limited,1962,Mr. Harsha Kadam,SCHAEFFLER,Schaeffler India Ltd.
387,395,391.95,282,537.05,391.95,+5.15 (1.33%) 1D,387.85,386.80,"11,559",0.45 Cr,464.15,309.45,"₹7,484Cr",0.13%,NA,NA,1.84,NA,14.60,210.61,0.06,10,Eureka Forbes Ltd,1931,Mr. Pratik Pota,543482,Eureka Forbes Ltd.
967.5,992,983.8,701,1048.9,983.8,+21.70 (2.26%) 1D,972.10,962.10,"59,445",5.85 Cr,"1,058.30",865.90,"₹11,979Cr",38.82%,98.75,9.74,28.02,NA,25.53,96.62,0.03,10,Aether Industries,2013,Mr. Ashwin Desai,AETHER,Aether Industries Ltd.
1098.05,1133.65,1123.75,652,1138,1123.75,+19.05 (1.72%) 1D,"1,105.25","1,104.70","3,24,163",36.43 Cr,"1,325.60",883.80,"₹20,983Cr",14.83%,62.96,17.55,8.87,0.23%,16.83,144.33,0.16,1,Carborundum Universal Limited,1954,Mr. N. Ananthaseshan,CARBORUNIV,Carborundum Universal Ltd.
1742,1768.8,1763.95,1592.35,2785,1763.95,+20.35 (1.17%) 1D,"1,742.00","1,743.60","2,14,045",37.76 Cr,"1,917.95","1,569.25","₹32,743Cr",4.61%,67.22,25.94,2.32,3.33%,31.51,752.90,0.01,10,ACC Limited,1936,Mr. Sridhar Balakrishnan,ACC,ACC Ltd.
2440,2498,2460,1380.45,2686,2460,+4.20 (0.17%) 1D,"2,468.10","2,455.80","18,183",4.47 Cr,"2,946.95","1,964.65","₹3,711Cr",12.66%,24.73,99.31,5.98,0.61%,34.74,435.75,0.05,10,Automotive Axles Limited,1981,NA,AUTOAXLES,Automotive Axles Ltd.
519.9,528,527,500.1,877.95,527,+7.40 (1.42%) 1D,519.90,519.60,"2,886",0.15 Cr,623.50,415.70,"₹1,156Cr",18.68%,25.10,20.70,3.83,0.96%,NA,103.08,0.32,5,Matrimony Limited,2001,Mr. Murugavel Janakiraman,MATRIMONY,Matrimony.Com Ltd.
891,913,910,505.1,980.85,910,+9.60 (1.07%) 1D,906.35,900.40,"83,512",7.60 Cr,"1,080.45",720.35,"₹24,467Cr",20.23%,67.83,13.27,19.33,0.17%,25.80,52.52,0.57,5,Metro Brands,1977,Ms. Farah Bhanji,METROBRAND,Metro Brands Ltd.
286.55,289.2,287.45,210.4,355.55,287.45,+0.35 (0.12%) 1D,288.60,287.10,"56,196",1.62 Cr,344.50,229.70,"₹4,433Cr",20.00%,16.26,17.66,3.50,0.35%,NA,90.71,0.15,10,CMS Info Systems,2008,NA,CMSINFO,CMS Info Systems Ltd.
246.1,251,249.5,195.15,274.9,249.5,+3.30 (1.34%) 1D,247.45,246.20,"93,594",2.34 Cr,295.40,197.00,"₹10,640Cr",17.39%,47.36,5.20,7.55,0.53%,27.25,33.83,0.06,1,V Guard Industries Limited,1996,Mr. Mithun Chittilappilly,VGUARD,V-Guard Industries Ltd.
3421,3480.95,3430.5,2364.55,3698.45,3430.5,+4.80 (0.14%) 1D,"3,433.00","3,425.70","2,09,941",72.02 Cr,"3,768.25","3,083.15","₹51,959Cr",14.72%,45.06,76.02,8.49,0.18%,16.83,436.34,0.04,1,PI Industries Limited,1946,Mr. Mayank Singhal,PIIND,PI Industries Ltd.
232.6,234.7,234,159.75,298.5,234,+1.55 (0.67%) 1D,233.40,232.45,"4,53,883",10.62 Cr,278.90,186.00,"₹6,079Cr",10.31%,36.96,6.29,1.37,2.15%,12.27,167.56,0.67,5,Welspun Corp Limited,1995,Mr. Vipul Mathur,WELCORP,Welspun Corp Ltd.
637.15,654.5,650.4,599.1,885,650.4,+11.65 (1.82%) 1D,639.60,638.75,"5,95,333",38.72 Cr,702.60,574.90,"₹22,044Cr",6.96%,48.95,13.05,5.60,NA,13.66,113.32,0.13,2,Max Financial Services Limited,1988,Mr. Mohit Talwar,MFSL,Max Financial Services Ltd.
3372,3515.95,3489.4,1590,3549,3489.4,+127.00 (3.78%) 1D,"3,392.00","3,362.40","35,894",12.52 Cr,"4,034.85","2,689.95","₹4,133Cr",28.03%,20.12,167.12,7.30,0.30%,NA,496.56,0.09,10,Ion Exchange (india),1964,Mr. Rajesh Sharma,IONEXCHANG,Ion Exchange (India) Ltd.
256.35,265.95,261.65,200.05,277.7,261.65,+5.05 (1.97%) 1D,259.05,256.60,"56,53,226",148 Cr,282.25,230.95,"₹36,400Cr",18.35%,4.88,-60.40,0.88,5.46%,6.09,197.94,2.65,10,Hindustan Petroleum Corporation Limited,1952,Shri. Pushp Joshi,HINDPETRO,Hindustan Petroleum Corporation Ltd.
358.3,376,369.5,305.25,445.65,369.5,+11.20 (3.13%) 1D,358.95,358.30,"9,26,576",34.24 Cr,429.95,286.65,"₹7,342Cr",17.69%,48.18,7.44,7.00,NA,NA,55.35,0.02,1,Latent View Analytics,2006,NA,LATENTVIEW,LatentView Analytics Ltd.
1924.1,1964,1930,1692.55,2377,1930,+0.20 (0.01%) 1D,"1,944.60","1,929.80","10,404",2.01 Cr,"2,315.75","1,543.85","₹19,835Cr",20.56%,44.70,43.17,10.85,0.34%,16.83,192.46,0.00,1,Vinati Organics Limited,1989,Ms. Vinati Mutreja,VINATIORGA,Vinati Organics Ltd.
284.3,290.3,285,215.4,354,285,+0.55 (0.19%) 1D,284.75,284.45,"2,17,497",6.20 Cr,341.30,227.60,"₹6,523Cr",25.19%,15.76,18.05,3.08,0.23%,24.69,99.51,0.03,1,Gujarat Ambuja Exports Limited,1991,Mr. Manish Gupta,GAEL,Gujarat Ambuja Exports Ltd.
375.4,387.4,378.5,200,431.6,378.5,+0.25 (0.07%) 1D,380.00,378.25,"1,31,128",4.96 Cr,453.90,302.60,"₹1,537Cr",16.78%,15.38,24.60,2.39,0.93%,12.27,158.07,0.22,10,Vardhman Special Steels Limited,2010,Mr. Sachit Jain,VSSL,Vardhman Special Steels Ltd.
1489.95,1525.05,1502.9,1256.67,2110,1502.9,+9.70 (0.65%) 1D,"1,490.00","1,493.20","54,582",8.20 Cr,"1,791.80","1,194.60","₹6,713Cr",18.22%,57.46,25.99,12.42,0.16%,27.63,147.81,1.34,2,GMM Pfaudler Limited,1962,Mr. Tarak Patel,GMMPFAUDLR,GMM Pfaudler Ltd.
288.1,294.95,292.05,94.71,327.83,292.05,+2.55 (0.88%) 1D,289.90,289.50,"3,68,630",10.77 Cr,347.40,231.60,"₹23,838Cr",44.84%,10.21,28.37,2.93,NA,12.27,107.90,0.65,2,Jindal Stainless Limited,1980,Shri. Ratan Jindal,JSL,Jindal Stainless Ltd.
1700,1800,1780,951,1858,1780,+75.00 (4.40%) 1D,"1,723.50","1,705.00","20,930",3.73 Cr,"2,046.00","1,364.00","₹3,460Cr",12.33%,29.63,57.54,3.47,0.48%,27.63,491.52,NA,10,Vesuvius India Limited,1991,Mr. Nitin Jain,VESUVIUS,Vesuvius India Ltd.
3433.3,3460,3442.05,3020,4337.95,3442.05,+6.55 (0.19%) 1D,"3,436.65","3,435.50","4,134",1.42 Cr,"4,122.60","2,748.40","₹5,288Cr",33.49%,45.92,74.81,21.65,2.27%,27.63,176.01,0.01,10,ESAB India Limited,1987,Shri. Rohit Gambhir,ESABINDIA,Esab India Ltd.
412.4,419.65,417,377.6,499.95,417,+6.00 (1.46%) 1D,415.00,411.00,"52,283",2.18 Cr,493.20,328.80,"₹2,015Cr",22.08%,8.78,46.82,1.99,1.22%,16.83,208.76,0.38,2,Gulf Oil Lubricants India Limited,2008,Mr. Ravi Chawla,GULFOILLUB,Gulf Oil Lubricants India Ltd.
130.85,133.4,132.9,117.35,224,132.9,+1.90 (1.45%) 1D,131.50,131.00,"79,992",1.06 Cr,157.20,104.80,"₹1,137Cr",8.36%,10.48,12.50,0.30,0.76%,31.51,439.43,0.07,1,Ramco Industries Limited,1965,Mr. P. V. Abinav Raja,RAMCOIND,Ramco Industries Ltd.
427.1,440.5,434.75,340.15,735.95,434.75,+6.15 (1.43%) 1D,429.00,428.60,"1,43,358",6.23 Cr,514.30,342.90,"₹2,008Cr",1.69%,64.16,6.68,0.98,NA,25.80,438.30,0.04,10,Cartrade Tech,2000,Mr. Vinay Sanghi,CARTRADE,CarTrade Tech Ltd.
536.55,549.75,545.7,457.8,620.6,545.7,+7.00 (1.30%) 1D,539.80,538.70,"15,79,132",86.17 Cr,592.55,484.85,"₹1,15,759Cr",9.57%,83.65,6.44,8.91,0.32%,13.66,60.45,0.07,10,HDFC Life Insurance Company Limited,2000,Ms. Vibha Padalkar,HDFCLIFE,HDFC Life Insurance Co Ltd.
1078.9,1102.95,1099.8,1065.2,1903.35,1099.8,+19.75 (1.83%) 1D,"1,079.35","1,080.05","3,182",0.35 Cr,"1,188.05",972.05,"₹1,931Cr",7.03%,62.87,17.18,8.22,0.42%,14.60,152.44,0.02,10,Butterfly Gandhimathi Appliances Limited,1986,Mr. Rangarajan Sriram,BUTTERFLY,Butterfly Gandhimathi Appliances Ltd.
375.5,386.15,382.35,301.1,519.9,382.35,+6.85 (1.82%) 1D,376.90,375.50,"1,95,546",7.48 Cr,450.60,300.40,"₹2,275Cr",23.46%,12.52,30.00,3.13,NA,20.90,123.90,0.20,5,Gokaldas Exports Limited,2004,Mr. Sivaramakrishnan Ganapathi,GOKEX,Gokaldas Exports Ltd.
557.9,583.25,575.85,501.95,686.45,575.85,+18.70 (3.36%) 1D,557.90,557.15,"1,45,159",8.36 Cr,668.55,445.75,"₹3,926Cr",11.72%,15.14,36.79,2.31,0.54%,NA,257.20,0.00,2,Nesco Limited,1946,Mr. Krishna Patel,NESCO,Nesco Ltd.
940.2,982,971.85,838,1094,971.85,+29.60 (3.14%) 1D,944.55,942.25,"7,54,041",73.28 Cr,"1,036.45",848.05,"₹27,703Cr",26.56%,13.49,69.86,4.35,1.27%,16.83,252.70,0.22,1,Coromandel International Limited,1961,Mr. Sameer Goel,COROMANDEL,Coromandel International Ltd.
42.7,45.35,45.05,38.4,64,45.05,+2.10 (4.89%) 1D,42.70,42.95,"10,50,081",4.73 Cr,51.50,34.40,"₹1,254Cr",-1.17%,NA,NA,1.25,NA,10.31,NA,NA,10,Inox Green Energy Services,2012,NA,INOXGREEN,Inox Green Energy Services Ltd.
338.9,358.5,354.9,263.35,392,354.9,+16.10 (4.75%) 1D,340.00,338.80,"8,45,384",30.00 Cr,406.55,271.05,"₹3,059Cr",-17.92%,24.47,-20.26,1.29,0.73%,25.53,258.21,1.34,10,Strides Pharma Science Limited,1990,Mr. Arun Kumar,STAR,Strides Pharma Science Ltd.
278.1,283.25,280.2,220.5,448,280.2,+1.60 (0.57%) 1D,278.60,278.60,"1,96,588",5.51 Cr,334.30,222.90,"₹7,388Cr",22.15%,47.61,5.85,5.69,0.25%,16.83,51.09,0.19,2,Laxmi Organic Industries Limited,1989,Dr. Rajan Venkatesh,LXCHEM,Laxmi Organic Industries Ltd.
2779.95,2831.05,2818.3,2026,2831.05,2818.3,+30.55 (1.10%) 1D,"2,785.00","2,787.75","28,56,318",805 Cr,"3,066.50","2,509.00","₹5,11,429Cr",13.43%,20.40,136.65,2.81,1.08%,13.10,1016.16,2.92,2,Housing Development Finance Corporation Limited,1977,Mrs. Renu Karnad,HDFC,Housing Development Finance Corporation Ltd.
2420.75,2474.45,2429.25,1687.6,2478.85,2429.25,+10.65 (0.44%) 1D,"2,440.00","2,418.60","13,419",3.26 Cr,"2,902.30","1,934.90","₹11,014Cr",22.77%,35.04,69.03,8.75,2.48%,16.83,272.79,0.06,10,Akzo Nobel India Limited,1954,Mr. Rajiv Rajgopal,AKZOINDIA,Akzo Nobel India Ltd.
1461.05,1494,1484,1227.1,1980,1484,+15.35 (1.05%) 1D,"1,472.40","1,468.65","39,056",5.80 Cr,"1,615.50","1,321.80","₹15,603Cr",34.93%,56.35,26.06,20.30,0.19%,16.83,81.51,0.00,1,Clean Science And Technology,2003,Mr. Ashok Boob,CLEAN,Clean Science And Technology Ltd.
116.05,123.55,116.85,55.4,123.55,116.85,+0.90 (0.78%) 1D,117.00,115.95,"1,10,10,741",129 Cr,139.10,92.80,"₹5,018Cr",10.41%,22.60,5.13,2.20,0.17%,16.83,52.70,0.37,1,Himadri Speciality Chemical Limited,1987,Mr. Anurag Choudhary,HSCL,Himadri Speciality Chemical Ltd.
437.2,446.65,444.75,175,446.65,444.75,+5.05 (1.15%) 1D,441.90,439.70,"3,93,835",17.52 Cr,527.60,351.80,"₹5,236Cr",16.44%,32.89,13.37,6.94,0.14%,27.63,68.85,0.14,2,Action Construction Equipment Limited,1995,Mr. Vijay Agarwal,ACE,Action Construction Equipment Ltd.
126.5,136.1,133,55.6,147,133,+5.20 (4.07%) 1D,128.35,127.80,"14,26,560",18.97 Cr,153.35,102.25,"₹2,195Cr",6.26%,21.32,5.99,1.94,0.35%,10.31,67.70,0.52,1,ITD Cementation India Limited,1978,Mr. Jayanta Basu,ITDCEM,ITD Cementation India Ltd.
407,416.7,415.9,341,526,415.9,+8.60 (2.11%) 1D,407.00,407.30,"47,158",1.96 Cr,488.75,325.85,"₹2,820Cr",16.49%,49.50,8.23,3.38,1.23%,16.83,115.84,1.21,2,Sudarshan Chemical Industries Limited,1951,Mr. Rajesh Rathi,SUDARSCHEM,Sudarshan Chemical Industries Ltd.
97.05,98.9,97.95,41.75,116.2,97.95,+1.20 (1.24%) 1D,97.25,96.75,"14,85,381",14.55 Cr,116.10,77.40,"₹7,759Cr",9.25%,7.90,12.24,1.02,1.65%,9.15,99.30,0.29,2,The Karur Vysya Bank Limited,1916,Shri. B. Ramesh Babu,KARURVYSYA,Karur Vysya Bank Ltd.
663.65,677.85,671.2,534,766.45,671.2,+6.50 (0.98%) 1D,667.90,664.70,"23,530",1.58 Cr,797.60,531.80,"₹2,998Cr",-108.13%,4.50,-498.55,3.13,1.88%,12.27,212.46,15.40,10,Tata Steel Long Products Limited,1982,Mr. Ashish Anupam,TATASTLLP,Tata Steel Long Products Ltd.
