title,link,time,text
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-valiant-organics-target-price-rs-548-hdfc-securities/articleshow/99950251.cms,"May 3, 2023, 10:05 AM IST",Breakout from symmetrical triangle on the hourly time frame with jump in volumes.
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-nocil-target-price-rs-234-hdfc-securities/articleshow/99950113.cms,"May 3, 2023, 09:57 AM IST","Breakout from tight consolidation with volumes, indicating bullish trend on all time frames."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-dalmia-bharat-target-price-rs-2250-sharekhan-by-bnp-paribas/articleshow/99931583.cms,"May 2, 2023, 02:45 PM IST","Dalmia Bharat, incorporated in the year 2013, is a Mid Cap company (having a market cap of Rs 37424.83 Crore) operating in Cement sector."
,https://economictimes.indiatimes.com/markets/stocks/recos/hold-lampt-technology-services-target-price-rs-3800-sharekhan-by-bnp-paribas/articleshow/99931226.cms,"May 2, 2023, 02:32 PM IST","At CMP, the stock trades at 28.6x / 23.5x its FY24E/FY25E EPS respectively."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-tata-consumer-products-target-price-rs-870-sharekhan-by-bnp-paribas/articleshow/99929016.cms,"May 2, 2023, 01:36 PM IST",Any large inorganic deal focusing on enhancing shareholders’ value will be a key trigger for valuations to improve in the near term.
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-maruti-suzuki-india-target-price-rs-10965-sharekhan-by-bnp-paribas/articleshow/99928598.cms,"May 2, 2023, 01:19 PM IST","Promoters held 56.48 per cent stake in the company as of 31-Mar-2023, while FIIs owned 21.11 per cent, DIIs 18.52 per cent."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-bajaj-finance-target-price-rs-7500-sharekhan-by-bnp-paribas/articleshow/99927341.cms,"May 2, 2023, 12:36 PM IST","Bajaj Finance, incorporated in the year 1987, is a Large Cap company (having a market cap of Rs 380215.61 Crore) operating in NBFC sector."
,https://economictimes.indiatimes.com/markets/stocks/recos/add-godrej-consumer-products-target-price-rs-950-hdfc-securities/articleshow/99925121.cms,"May 2, 2023, 11:16 AM IST","Moreover, given the acquisition shall be funded through debt, and forgone other income, the brokerage expects the acquisition to be earnings dilutive and expect earnings to be impacted by -5%/-5% in FY24/FY25."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-rbl-bank-target-price-rs-194-lkp-securities/articleshow/99924047.cms,"May 2, 2023, 10:37 AM IST","RBL Bank, incorporated in the year 1943, is a banking company (having a market cap of Rs 9701.01 Crore)."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-axis-bank-target-price-rs-1032-lkp-securities/articleshow/99923768.cms,"May 2, 2023, 10:26 AM IST","Axis Bank, incorporated in the year 1993, is a banking company (having a market cap of Rs 264609.27 Crore)."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-kotak-mahindra-bank-target-price-rs-2232-lkp-securities/articleshow/99923506.cms,"May 2, 2023, 10:14 AM IST","Kotak Mahindra Bank, incorporated in the year 1985, is a banking company (having a market cap of Rs 385004.60 Crore)."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-rec-target-price-rs-148-religare-broking/articleshow/99923352.cms,"May 2, 2023, 10:06 AM IST",Reclaimed record high with surge in volumes. Pattern indicates prevailing trend to continue.
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-hindustan-aeronautics-target-price-rs-3140-religare-broking/articleshow/99923173.cms,"May 2, 2023, 09:58 AM IST","Hindustan Aeronautics, incorporated in the year 1963, is a Large Cap company (having a market cap of Rs 97647.84 Crore) operating in Defence sector."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-dlf-target-price-rs-454-religare-broking/articleshow/99923006.cms,"May 2, 2023, 09:50 AM IST","DLF, incorporated in the year 1963, is a Large Cap company (having a market cap of Rs 105497.78 Crore) operating in Real Estate sector."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharti-airtel-target-price-rs-850-religare-broking/articleshow/99922763.cms,"May 2, 2023, 09:39 AM IST","Bharti Airtel, incorporated in the year 1995, is a Large Cap company (having a market cap of Rs 476976.07 Crore) operating in Telecommunications sector."
,https://economictimes.indiatimes.com/markets/stocks/recos/reduce-voltas-target-price-rs-795-centrum-broking/articleshow/99840363.cms,"Apr 28, 2023, 02:21 PM IST","Promoters held 30.3 per cent stake in the company as of 31-Mar-2023, while FIIs owned 20.58 per cent, DIIs 32.69 per cent."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-axis-bank-target-price-rs-1140-bnp-paribas-securities/articleshow/99840014.cms,"Apr 28, 2023, 02:04 PM IST","Axis Bank, incorporated in the year 1993, is a banking company (having a market cap of Rs 263224.69 Crore)."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-voltas-target-price-rs-1005-bnp-paribas-securities/articleshow/99839533.cms,"Apr 28, 2023, 01:49 PM IST","Promoters held 30.3 per cent stake in the company as of 31-Mar-2023, while FIIs owned 20.58 per cent, DIIs 32.69 per cent."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-uti-asset-management-company-target-price-rs-770-hdfc-securities/articleshow/99839198.cms,"Apr 28, 2023, 01:41 PM IST",The brokerage expects the company to deliver 6%/12% revenue/operating profit CAGR over FY23- 25E on the back of healthy AUM growth and marginal cost rationalisation.
,https://economictimes.indiatimes.com/markets/stocks/recos/sell-shoppers-stop-target-price-rs-520-hdfc-securities/articleshow/99838855.cms,"Apr 28, 2023, 01:29 PM IST","Promoters held 65.46 per cent stake in the company as of 31-Mar-2023, while FIIs owned 6.82 per cent, DIIs 20.81 per cent."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-kotak-mahindra-bank-target-price-rs-1936-icici-direct/articleshow/99836176.cms,"Apr 28, 2023, 12:01 PM IST","Promoters held 25.95 per cent stake in the company as of 31-Mar-2023, while FIIs owned 39.42 per cent, DIIs 21.08 per cent."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-amp-mahindra-target-price-rs-1243-icici-direct/articleshow/99835202.cms,"Apr 28, 2023, 11:27 AM IST","Price on verge of breakout after consolidating above 20 day EMA, signalingfurther upsides in coming sessions"
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-infosys-target-price-rs-1600-icici-direct/articleshow/99835066.cms,"Apr 28, 2023, 11:22 AM IST",Infosys key Products/Revenue Segments include Software Development Charges and Software Products for the year ending 31-Mar-2022.
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-motilal-oswal-financial-services-target-price-rs-790-icici-direct/articleshow/99834105.cms,"Apr 28, 2023, 10:47 AM IST","Motilal Oswal Financial is a diversified financial services company, whichincludes broking, wealth/asset management, housing and PE"
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-star-health-and-allied-insurance-company-target-price-rs-650-icici-direct/articleshow/99833563.cms,"Apr 28, 2023, 10:26 AM IST","Promoters held 58.28 per cent stake in the company as of 31-Mar-2023, while FIIs owned 35.24 per cent, DIIs 1.44 per cent."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-sbi-life-insurance-company-target-price-rs-1350-icici-direct/articleshow/99833473.cms,"Apr 28, 2023, 10:22 AM IST","SBI Life Insurance Company, incorporated in the year 2000, is a Large Cap company (having a market cap of Rs 113806.74 Crore) operating in Financial Services sector."
"Buy Coforge, target price Rs 4725: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-coforge-target-price-rs-4725-icici-direct/articleshow/99833103.cms,"Apr 28, 2023, 10:08 AM IST","Coforge, incorporated in the year 1992, is a Mid Cap company (having a market cap of Rs 25681.01 Crore) operating in IT Software sector."
"Hold IIFL Securities, target price Rs 65: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/hold-iifl-securities-target-price-rs-65-icici-direct/articleshow/99832756.cms,"Apr 28, 2023, 09:53 AM IST","Promoters held 31.14 per cent stake in the company as of 31-Mar-2023, while FIIs owned 16.48 per cent, DIIs 3.2 per cent."
"Buy Mahindra & Mahindra, target price Rs 1665.: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-amp-mahindra-target-price-rs-1665-icici-direct/articleshow/99810643.cms,"Apr 27, 2023, 02:03 PM IST","The company is focused on prudent capital allocation, UV differentiation & EV proactiveness."
"Hold Bajaj Auto, target price Rs 4530: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/hold-bajaj-auto-target-price-rs-4530-icici-direct/articleshow/99810406.cms,"Apr 27, 2023, 01:52 PM IST","Bajaj Auto, incorporated in the year 2007, is a Large Cap company (having a market cap of Rs 123416.10 Crore) operating in Auto sector."
"Buy Maruti Suzuki India, target price Rs 10214: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-maruti-suzuki-india-target-price-rs-10214-hdfc-securities/articleshow/99810148.cms,"Apr 27, 2023, 01:44 PM IST","Maruti Suzuki India, incorporated in the year 1981, is a Large Cap company (having a market cap of Rs 257381.27 Crore) operating in Auto sector."
"Buy Mahindra Lifespace Developers, target price Rs 521: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-lifespace-developers-target-price-rs-521-hdfc-securities/articleshow/99809177.cms,"Apr 27, 2023, 01:08 PM IST","Promoters held 51.28 per cent stake in the company as of 31-Mar-2023, while FIIs owned 11.3 per cent, DIIs 19.43 per cent."
"Buy Huhtamaki India, target price Rs 280 : ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-huhtamaki-india-target-price-rs-280-icici-direct/articleshow/99808525.cms,"Apr 27, 2023, 12:46 PM IST","Huhtamaki India, incorporated in the year 1944, is a Small Cap company (having a market cap of Rs 1732.47 Crore) operating in Packaging sector."
"Buy Axis Bank, target price Rs 1100: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-axis-bank-target-price-rs-1100-icici-direct/articleshow/99808291.cms,"Apr 27, 2023, 12:38 PM IST",Strong liability profile with healthy capitalisation makes the bank well placed to accrue earnings growth momentum. Healthy provision cover provides comfort on smoother earnings trajectory.
"Hold Nestle India, target price Rs 23000: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/hold-nestle-india-target-price-rs-23000-icici-direct/articleshow/99806565.cms,"Apr 27, 2023, 11:41 AM IST","Nestle India, incorporated in the year 1959, is a Large Cap company (having a market cap of Rs 203041.37 Crore) operating in FMCG sector."
"Buy IndusInd Bank, target price Rs 1450: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indusind-bank-target-price-rs-1450-icici-direct/articleshow/99805997.cms,"Apr 27, 2023, 11:24 AM IST","IndusInd Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 88514.12 Crore)."
"Buy Federal Bank, target price Rs 136.5: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-federal-bank-target-price-rs-136-5-icici-direct/articleshow/99805192.cms,"Apr 27, 2023, 10:57 AM IST","Federal Bank, incorporated in the year 1931, is a banking company (having a market cap of Rs 28547.55 Crore)."
"Buy Pidilite Industries, target price Rs 2444: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-pidilite-industries-target-price-rs-2444-icici-direct/articleshow/99804886.cms,"Apr 27, 2023, 10:43 AM IST","Pidilite Industries, incorporated in the year 1969, is a Large Cap company (having a market cap of Rs 122818.89 Crore) operating in Diversified sector."
"Buy Newgen Software Technologies, target price Rs 550: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-newgen-software-technologies-target-price-rs-550-axis-securities/articleshow/99804601.cms,"Apr 27, 2023, 10:30 AM IST","Daily, weekly strong uptrend forming a series ofhigher tops and bottoms."
"Buy Berger Paints (India), target price Rs 650: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-berger-paints-india-target-price-rs-650-axis-securities/articleshow/99804378.cms,"Apr 27, 2023, 10:21 AM IST","Strong comeback of bullish , fastest retracement ofrecent down fall, huge rising volumes."
"Buy Siemens, target price Rs 3685: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-siemens-target-price-rs-3685-axis-securities/articleshow/99804175.cms,"Apr 27, 2023, 10:11 AM IST","Siemens, incorporated in the year 1957, is a Large Cap company (having a market cap of Rs 123028.86 Crore) operating in Engineering sector."
"Buy Gujarat Narmada Valley Fertilizers & Chemicals, target price Rs 670: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gujarat-narmada-valley-fertilizers-amp-chemicals-target-price-rs-670-axis-securities/articleshow/99803874.cms,"Apr 27, 2023, 09:59 AM IST",Strong trend reversal on the daily chart along withhuge volumes.
"Buy Persistent Systems, target price Rs 5880: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-persistent-systems-target-price-rs-5880-hdfc-securities/articleshow/99784037.cms,"Apr 26, 2023, 02:29 PM IST","Persistent Systems, incorporated in the year 1990, is a Mid Cap company (having a market cap of Rs 34167.32 Crore) operating in IT Software sector."
"Reduce FSN E-Commerce Ventures, target price Rs 110: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/reduce-fsn-e-commerce-ventures-target-price-rs-110-hdfc-securities/articleshow/99783726.cms,"Apr 26, 2023, 02:18 PM IST","Most of the fulfilment efficiency gains seem behind (especially in BPC); there may be room in customer acquisition costs (CAC) and product margins, but these are more a function of the competitive landscape and Nykaa remains in customer recruitment mode."
"Buy Mahindra Logistics, target price Rs 455: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-logistics-target-price-rs-455-sharekhan-by-bnp-paribas/articleshow/99782183.cms,"Apr 26, 2023, 01:28 PM IST","Mahindra Logistics, incorporated in the year 2007, is a Mid Cap company (having a market cap of Rs 2641.18 Crore) operating in Logistics sector."
"Hold Ipca Laboratories, target price Rs 790: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/hold-ipca-laboratories-target-price-rs-790-sharekhan-by-bnp-paribas/articleshow/99781823.cms,"Apr 26, 2023, 01:15 PM IST","Ipca Laboratories, incorporated in the year 1949, is a Mid Cap company (having a market cap of Rs 17596.92 Crore) operating in Pharmaceuticals sector."
"Buy Persistent Systems, target price Rs 5010: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-persistent-systems-target-price-rs-5010-sharekhan-by-bnp-paribas/articleshow/99781646.cms,"Apr 26, 2023, 01:09 PM IST","Persistent Systems, incorporated in the year 1990, is a Mid Cap company (having a market cap of Rs 34314.06 Crore) operating in IT Software sector."
"Buy Au Small Finance Bank, target price Rs 800 : Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-au-small-finance-bank-target-price-rs-800-sharekhan-by-bnp-paribas/articleshow/99781389.cms,"Apr 26, 2023, 01:02 PM IST","Au Small Finance Bank, incorporated in the year 1996, is a banking company (having a market cap of Rs 42304.97 Crore)."
"Buy Bajaj Auto, target price Rs 4782: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bajaj-auto-target-price-rs-4782-sharekhan-by-bnp-paribas/articleshow/99779768.cms,"Apr 26, 2023, 12:05 PM IST","Promoters held 54.98 per cent stake in the company as of 31-Mar-2023, while FIIs owned 12.35 per cent, DIIs 10.79 per cent."
"Buy Nestle India, target price Rs 22990: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-nestle-india-target-price-rs-22990-sharekhan-by-bnp-paribas/articleshow/99779375.cms,"Apr 26, 2023, 11:52 AM IST","The stock is currently trading at 66.0x and 57.0x its CY2023E and CY2024E earnings, respectively."
"Buy Canara Bank, target price Rs 311.4: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-canara-bank-target-price-rs-311-4-icici-direct/articleshow/99779100.cms,"Apr 26, 2023, 11:41 AM IST","ICICI Direct recommended to keep stop loss at Rs 304.7 Canara Bank, incorporated in the year 1906, is a banking company (having a market cap of Rs 55539.60 Crore)."
"Buy UltraTech Cement, target price Rs 7489: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ultratech-cement-target-price-rs-7489-icici-direct/articleshow/99777464.cms,"Apr 26, 2023, 10:40 AM IST",Price rebounding after taking support at the 50 day EMA and 61.8% retracement of the previous up move signaling pullback likely in coming sessions.
"Buy Shriram Finance, target price Rs 1500: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-shriram-finance-target-price-rs-1500-sharekhan-by-bnp-paribas/articleshow/99776535.cms,"Apr 26, 2023, 09:59 AM IST","Promoters held 25.51 per cent stake in the company as of 31-Mar-2023, while FIIs owned 49.78 per cent, DIIs 11.74 per cent."
"Buy Delta Corp, target price Rs 208: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-delta-corp-target-price-rs-208-sharekhan-by-bnp-paribas/articleshow/99776319.cms,"Apr 26, 2023, 09:51 AM IST",Breakout from the falling wedge pattern which is a bullish reversal pattern.
"Buy Indian Hotels Company, target price Rs 360: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indian-hotels-company-target-price-rs-360-sharekhan-by-bnp-paribas/articleshow/99776020.cms,"Apr 26, 2023, 09:34 AM IST","Indian Hotels Company, incorporated in the year 1902, is a Mid Cap company (having a market cap of Rs 48790.75 Crore) operating in Tourism & Hospitality sector."
"Buy Macrotech Developers, target price Rs 1249 : HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-macrotech-developers-target-price-rs-1249-hdfc-securities/articleshow/99752695.cms,"Apr 25, 2023, 12:20 PM IST","Macrotech Developers, incorporated in the year 1995, is a Small Cap company (having a market cap of Rs 43939.15 Crore) operating in Real Estate sector."
"Buy IndusInd Bank Ltd., target price Rs 1410: Yes Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indusind-bank-ltd-target-price-rs-1410-yes-securities/articleshow/99751962.cms,"Apr 25, 2023, 11:59 AM IST","IndusInd Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 86977.85 Crore)."
"Reduce IndusInd Bank, target price Rs 1025: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/reduce-indusind-bank-target-price-rs-1025-hdfc-securities/articleshow/99751748.cms,"Apr 25, 2023, 11:52 AM IST","IndusInd Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 86977.85 Crore)."
"Accumulate Olectra Greentech, target price Rs 738: Geojit Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/accumulate-olectra-greentech-target-price-rs-738-geojit-financial-services/articleshow/99751616.cms,"Apr 25, 2023, 11:46 AM IST","Recommend Accumulate rating, considering capacity expansion & strong earnings growth."
"Buy Ipca Laboratories, target price Rs 940: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ipca-laboratories-ltd-target-price-rs-940-motilal-oswal-financial-services/articleshow/99751465.cms,"Apr 25, 2023, 11:40 AM IST","Ipca Laboratories, incorporated in the year 1949, is a Mid Cap company (having a market cap of Rs 18871.79 Crore) operating in Pharmaceuticals sector."
"Motilal Oswal Financial Services neutral on Navin Fluorine International, target price: Rs 4700",https://economictimes.indiatimes.com/markets/stocks/recos/motilal-oswal-financial-services-neutral-on-navin-fluorine-international-target-price-rs-4700nbsp/articleshow/99750981.cms,"Apr 25, 2023, 11:25 AM IST","Navin Fluorine International, incorporated in the year 1998, is a Mid Cap company (having a market cap of Rs 23188.90 Crore) operating in Chemicals sector."
"Buy Macrotech Developers, target price Rs 1250: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-macrotech-developers-target-price-rs-1250-motilal-oswal-financial-services/articleshow/99750725.cms,"Apr 25, 2023, 11:18 AM IST","At the CMP, the stock trades at par to P/NAV, indicating no premium assigned to growth beyond FY24."
"Buy Apollo Hospitals Enterprise, target price Rs 5580 : Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-apollo-hospitals-enterprise-target-price-rs-5580-motilal-oswal-financial-services/articleshow/99750442.cms,"Apr 25, 2023, 11:08 AM IST","Apollo Hospitals Enterprise, incorporated in the year 1979, is a Large Cap company (having a market cap of Rs 63435.63 Crore) operating in Hospitals & Allied Services sector."
